SERVICE_DATE,PEAK_OFFPEAK_IND,MODE_TYPE,ROUTE_OR_LINE,ROUTE_TYPE,STOP,METRIC_TYPE,OTP_NUMERATOR,OTP_DENOMINATOR
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,97,OTH,,"Headway / Schedule Adherence",55.000000000,115.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Middleboro Line",,,"Headway / Schedule Adherence",8.000000000,8.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Needham Line",,,"Headway / Schedule Adherence",9.000000000,10.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","Maverick ","Passenger Wait Time",96.541905824,1461.515161877
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","State Street ","Passenger Wait Time",239.023774551,3084.113515152
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","Suffolk Downs ","Passenger Wait Time",13.607599565,128.775117988
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Boston Univ West ","Passenger Wait Time",22.775151506,94.567536940
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Chiswick Road ","Passenger Wait Time",21.346647867,111.438531889
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Prudential ","Passenger Wait Time",229.563142656,606.316088140
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,CT1,OTH,,"Headway / Schedule Adherence",241.000000000,331.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,SL2,SL,,"Headway / Schedule Adherence",513.000000000,554.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,SL4,SL,,"Headway / Schedule Adherence",926.000000000,1193.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Fairmount Line",,,"Headway / Schedule Adherence",28.000000000,31.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Greenbush Line",,,"Headway / Schedule Adherence",15.000000000,15.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Newburyport Line",,,"Headway / Schedule Adherence",20.000000000,23.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Beachmont ","Passenger Wait Time",65.767716689,673.186071967
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","North Station ","Passenger Wait Time",.085070216,.879855174
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Copley ","Passenger Wait Time",855.047222200,2121.705610912
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Downtown Crossing ","Passenger Wait Time",1028.829171270,10144.505003808
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","State Street ","Passenger Wait Time",690.575296220,5541.286793577
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","JFK/UMASS Braintree ","Passenger Wait Time",157.340999964,2153.877086667
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","North Quincy ","Passenger Wait Time",160.611721636,2280.402352604
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,10,OTH,,"Headway / Schedule Adherence",167.000000000,262.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,119,OTH,,"Headway / Schedule Adherence",78.000000000,102.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,217,OTH,,"Headway / Schedule Adherence",24.000000000,39.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,22,KBR,,"Headway / Schedule Adherence",498.000000000,660.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,236,OTH,,"Headway / Schedule Adherence",70.000000000,111.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,29,OTH,,"Headway / Schedule Adherence",165.000000000,313.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,33,OTH,,"Headway / Schedule Adherence",67.000000000,102.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,34,OTH,,"Headway / Schedule Adherence",292.000000000,449.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,39,KBR,,"Headway / Schedule Adherence",705.000000000,887.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,41,OTH,,"Headway / Schedule Adherence",70.000000000,234.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,42,OTH,,"Headway / Schedule Adherence",78.000000000,175.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,502,OTH,,"Headway / Schedule Adherence",168.000000000,200.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,746,SL,,"Headway / Schedule Adherence",429.000000000,448.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,75,OTH,,"Headway / Schedule Adherence",33.000000000,59.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,85,OTH,,"Headway / Schedule Adherence",41.000000000,58.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,89,OTH,,"Headway / Schedule Adherence",124.000000000,247.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,90,OTH,,"Headway / Schedule Adherence",27.000000000,60.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Greenbush Line",,,"Headway / Schedule Adherence",9.000000000,9.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","Aquarium ","Passenger Wait Time",68.847112287,598.893667055
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","Revere Beach ","Passenger Wait Time",43.299753671,415.895557107
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Boston Univ East ","Passenger Wait Time",22.167631135,77.451304409
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Kenmore ","Passenger Wait Time",127.846958226,697.644849930
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Packards Corner ","Passenger Wait Time",40.194238466,195.035488843
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Boylston ","Passenger Wait Time",70.282085607,271.951829082
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Northeastern ","Passenger Wait Time",139.131059416,308.907038395
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Riverway ","Passenger Wait Time",51.517921899,118.035574503
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Chinatown ","Passenger Wait Time",62.862186581,823.670060767
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Downtown Crossing ","Passenger Wait Time",1014.709651058,7317.761813216
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,07,OTH,,"Headway / Schedule Adherence",287.000000000,315.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,08,OTH,,"Headway / Schedule Adherence",284.000000000,512.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,171,OTH,,"Headway / Schedule Adherence",5.000000000,10.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,24,OTH,,"Headway / Schedule Adherence",119.000000000,188.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,33,OTH,,"Headway / Schedule Adherence",91.000000000,121.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,34,OTH,,"Headway / Schedule Adherence",331.000000000,542.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,38,OTH,,"Headway / Schedule Adherence",134.000000000,191.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,435,OTH,,"Headway / Schedule Adherence",84.000000000,124.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,503,OTH,,"Headway / Schedule Adherence",8.000000000,10.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,51,OTH,,"Headway / Schedule Adherence",124.000000000,185.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,65,OTH,,"Headway / Schedule Adherence",148.000000000,181.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,72,OTH,,"Headway / Schedule Adherence",204.000000000,263.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,05,OTH,,"Headway / Schedule Adherence",28.000000000,45.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,109,OTH,,"Headway / Schedule Adherence",225.000000000,397.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,11,OTH,,"Headway / Schedule Adherence",309.000000000,482.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,132,OTH,,"Headway / Schedule Adherence",67.000000000,85.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,18,OTH,,"Headway / Schedule Adherence",25.000000000,51.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,19,OTH,,"Headway / Schedule Adherence",130.000000000,258.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,21,OTH,,"Headway / Schedule Adherence",334.000000000,398.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,88,OTH,,"Headway / Schedule Adherence",437.000000000,483.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,9701,OTH,,"Headway / Schedule Adherence",8.000000000,8.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,99,OTH,,"Headway / Schedule Adherence",160.000000000,206.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,SL5,SL,,"Headway / Schedule Adherence",1625.000000000,1999.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Airport ","Passenger Wait Time",149.685448267,1494.815782750
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Harvard Avenue ","Passenger Wait Time",148.283900307,1209.758990557
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Pleasant Street ","Passenger Wait Time",88.568360611,376.163692236
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","Copley ","Passenger Wait Time",625.466720579,1688.917725618
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Harvard ","Passenger Wait Time",457.977299727,4561.842453047
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Wollaston ","Passenger Wait Time",81.530512371,1381.176802919
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,10,OTH,,"Headway / Schedule Adherence",229.000000000,394.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,105,OTH,,"Headway / Schedule Adherence",41.000000000,86.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,14,OTH,,"Headway / Schedule Adherence",120.000000000,182.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,170,OTH,,"Headway / Schedule Adherence",2.000000000,2.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,225,OTH,,"Headway / Schedule Adherence",306.000000000,464.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,26,OTH,,"Headway / Schedule Adherence",74.000000000,146.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,36,OTH,,"Headway / Schedule Adherence",182.000000000,343.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,411,OTH,,"Headway / Schedule Adherence",69.000000000,118.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,436,OTH,,"Headway / Schedule Adherence",91.000000000,120.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,93,OTH,,"Headway / Schedule Adherence",236.000000000,372.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Stoughton Line",,,"Headway / Schedule Adherence",7.000000000,9.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","Wood Island ","Passenger Wait Time",29.851595173,300.693749764
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Boylston ","Passenger Wait Time",76.441784598,265.248759794
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Hynes ","Passenger Wait Time",182.632348121,545.733660697
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","South Street ","Passenger Wait Time",39.881610260,159.127386336
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Washington Street ","Passenger Wait Time",40.841047688,185.172280459
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Park Street ","Passenger Wait Time",3.392964425,9.551381422
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Newton Centre ","Passenger Wait Time",52.593309164,191.630678700
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","North Station ","Passenger Wait Time",265.166977694,2596.801829294
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Porter ","Passenger Wait Time",301.928731830,3037.533174523
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","South Station ","Passenger Wait Time",446.370051267,5517.422576389
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,240,OTH,,"Headway / Schedule Adherence",371.000000000,487.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,245,OTH,,"Headway / Schedule Adherence",53.000000000,114.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,26,OTH,,"Headway / Schedule Adherence",137.000000000,200.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,351,OTH,,"Headway / Schedule Adherence",4.000000000,6.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,36,OTH,,"Headway / Schedule Adherence",284.000000000,431.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,431,OTH,,"Headway / Schedule Adherence",15.000000000,24.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,449,OTH,,"Headway / Schedule Adherence",5.000000000,7.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,78,OTH,,"Headway / Schedule Adherence",171.000000000,324.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,92,OTH,,"Headway / Schedule Adherence",139.000000000,188.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Middleboro Line",,,"Headway / Schedule Adherence",16.000000000,16.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Wood Island ","Passenger Wait Time",34.766387270,433.701545627
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Babcock Street ","Passenger Wait Time",66.409118160,313.074737191
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Boston Univ West ","Passenger Wait Time",68.809779099,286.229143156
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Symphony ","Passenger Wait Time",223.998244345,608.421954270
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Sutherland Road ","Passenger Wait Time",70.392708717,264.091803033
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-D Line","Green Line","Fenway ","Passenger Wait Time",169.620328795,588.376260031
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-D Line","Green Line","Longwood ","Passenger Wait Time",144.571660682,563.034923385
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Longwood Medical Area ","Passenger Wait Time",259.759988504,653.369861910
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Museum of Fine Arts ","Passenger Wait Time",173.217731357,461.740354439
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","North Station ","Passenger Wait Time",443.581358792,3410.371779323
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Ruggles ","Passenger Wait Time",304.868941635,3735.469907642
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,23,KBR,,"Headway / Schedule Adherence",1011.000000000,1408.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,236,OTH,,"Headway / Schedule Adherence",99.000000000,124.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,29,OTH,,"Headway / Schedule Adherence",202.000000000,301.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,42,OTH,,"Headway / Schedule Adherence",199.000000000,304.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,426,OTH,,"Headway / Schedule Adherence",151.000000000,240.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,75,OTH,,"Headway / Schedule Adherence",55.000000000,90.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Bus,80,OTH,,"Headway / Schedule Adherence",298.000000000,359.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Franklin Line",,,"Headway / Schedule Adherence",21.000000000,23.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Aquarium ","Passenger Wait Time",123.277743129,929.189542276
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Orient Heights ","Passenger Wait Time",85.816768826,839.857146132
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","Revere Beach ","Passenger Wait Time",70.613039454,698.458898178
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Tufts Medical Center ","Passenger Wait Time",247.375376242,1486.454491705
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Wellington ","Passenger Wait Time",111.839644463,2399.005148095
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Kendall/MIT ","Passenger Wait Time",594.325181806,3831.099157608
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","Kenmore ","Passenger Wait Time",777.081320546,1862.781683714
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-D Line","Green Line","Newton Centre ","Passenger Wait Time",103.562480644,432.378782163
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-D Line","Green Line","Park Street ","Passenger Wait Time",.000000000,.329646832
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Park Street ","Passenger Wait Time",531.169529261,1015.518834078
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Assembly ","Passenger Wait Time",113.551036984,872.411301081
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Malden ","Passenger Wait Time",378.782262988,3691.229978701
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Savin Hill ","Passenger Wait Time",89.998921654,748.195757397
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,04,OTH,,"Headway / Schedule Adherence",103.000000000,181.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,07,OTH,,"Headway / Schedule Adherence",363.000000000,480.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,106,OTH,,"Headway / Schedule Adherence",163.000000000,278.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,110,OTH,,"Headway / Schedule Adherence",239.000000000,353.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,14,OTH,,"Headway / Schedule Adherence",86.000000000,169.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,170,OTH,,"Headway / Schedule Adherence",10.000000000,25.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,18,OTH,,"Headway / Schedule Adherence",46.000000000,84.000000000
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Copley ","Passenger Wait Time",269.807333867,1200.551573153
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-B Line","Green Line","Packards Corner ","Passenger Wait Time",130.426057582,661.930421273
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","Englewood Avenue ","Passenger Wait Time",166.145252828,483.283439599
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","Park Street ","Passenger Wait Time",14.899386646,30.025514352
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-D Line","Green Line","Brookline Village ","Passenger Wait Time",147.755388941,605.207943790
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Mission Park ","Passenger Wait Time",79.649714170,183.087648102
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-E Line","Green Line","Northeastern ","Passenger Wait Time",213.287316502,613.015063032
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Community College ","Passenger Wait Time",256.199489857,1901.177124857
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Roxbury Crossing ","Passenger Wait Time",150.943733785,1749.426246294
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Orange Line","Orange Line","Stony Brook ","Passenger Wait Time",67.898400172,957.843964966
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Fields Corner ","Passenger Wait Time",174.481395188,1629.246776858
01-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","South Station ","Passenger Wait Time",1134.505571405,6895.858273970
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,08,OTH,,"Headway / Schedule Adherence",178.000000000,366.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,137,OTH,,"Headway / Schedule Adherence",66.000000000,140.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,434,OTH,,"Headway / Schedule Adherence",7.000000000,8.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,44,OTH,,"Headway / Schedule Adherence",192.000000000,352.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,57A,OTH,,"Headway / Schedule Adherence",163.000000000,233.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,67,OTH,,"Headway / Schedule Adherence",52.000000000,83.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,76,OTH,,"Headway / Schedule Adherence",102.000000000,169.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,92,OTH,,"Headway / Schedule Adherence",117.000000000,179.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,CT2,OTH,,"Headway / Schedule Adherence",187.000000000,404.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,SL2,SL,,"Headway / Schedule Adherence",518.000000000,559.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Fitchburg Line",,,"Headway / Schedule Adherence",13.000000000,13.000000000
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Warren Street ","Passenger Wait Time",31.631132972,176.682437876
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Arlington ","Passenger Wait Time",230.004171297,482.137354004
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Brandon Hall ","Passenger Wait Time",39.173578964,96.451161052
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Englewood Avenue ","Passenger Wait Time",123.325557970,389.114534534
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Fairbanks Street ","Passenger Wait Time",26.758487071,83.017517814
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Chestnut Hill ","Passenger Wait Time",55.630956376,177.612554299
01-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Fenway ","Passenger Wait Time",52.229744212,197.937261474
