"","STOP","SERVICE_DATE","ROUTE_OR_LINE","ROUTE_TYPE","OTP_NUMERATOR","OTP_DENOMINATOR","rely","OBJECTID","LINE","TERMINUS","ROUTE","LONGITUDE","LATITUDE"
"891","Government Center","24-MAR-2016","Green-E Line","Green Line",62.060883771,150.916114498,0.5888,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"892","Government Center","30-MAR-2016","Green-C Line","Green Line",7.408957087,26.142681852,0.7166,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"893","Government Center","23-MAR-2016","Green-D Line","Green Line",0.699507829,2.050114274,0.6588,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"894","Government Center","22-MAR-2016","Green-E Line","Green Line",58.299015309,140.295056187,0.5845,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"895","Government Center","29-MAR-2016","Green-E Line","Green Line",55.658160757,130.226438602,0.5726,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"896","Government Center","21-MAR-2016","Green-B Line","Green Line",0,0.334728388,1,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"897","Government Center","25-MAR-2016","Green-E Line","Green Line",60.252304885,135.193680792,0.5543,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"898","Government Center","31-MAR-2016","Green-D Line","Green Line",0,0.385519747,1,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"899","Government Center","25-MAR-2016","Green-C Line","Green Line",5.491976164,26.759010185,0.7948,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"900","Government Center","23-MAR-2016","Green-C Line","Green Line",11.391103199,32.914641656,0.6539,24,"GREEN","N","BLUE Bowdoin to Wonderland / GREEN B C D E",-71.05945926,42.35930527
"901","Griggs Street","04-MAR-2016","Green-B Line","Green Line",63.363554219,205.035090963,0.691,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"902","Griggs Street","22-MAR-2016","Green-B Line","Green Line",63.053595784,217.774607894,0.7105,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"903","Griggs Street","07-MAR-2016","Green-B Line","Green Line",61.365226942,229.532503694,0.7327,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"904","Griggs Street","11-MAR-2016","Green-B Line","Green Line",61.701658523,207.566856893,0.7027,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"905","Griggs Street","01-MAR-2016","Green-B Line","Green Line",55.743144734,205.699019484,0.729,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"906","Griggs Street","31-MAR-2016","Green-B Line","Green Line",69.390105777,210.758859597,0.6708,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"907","Griggs Street","02-MAR-2016","Green-B Line","Green Line",43.667575371,218.950325949,0.8006,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"908","Griggs Street","21-MAR-2016","Green-B Line","Green Line",76.442573323,241.632156041,0.6836,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"909","Griggs Street","08-MAR-2016","Green-B Line","Green Line",57.008372099,215.842756084,0.7359,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"910","Griggs Street","30-MAR-2016","Green-B Line","Green Line",69.955544533,214.689011595,0.6742,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"911","Griggs Street","24-MAR-2016","Green-B Line","Green Line",61.934001772,239.313668652,0.7412,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"912","Griggs Street","29-MAR-2016","Green-B Line","Green Line",77.187728072,226.604557087,0.6594,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"913","Griggs Street","17-MAR-2016","Green-B Line","Green Line",73.507568579,218.077669076,0.6629,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"914","Griggs Street","03-MAR-2016","Green-B Line","Green Line",64.539422639,229.276011364,0.7185,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"915","Griggs Street","25-MAR-2016","Green-B Line","Green Line",75.725725186,212.553437581,0.6437,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"916","Griggs Street","10-MAR-2016","Green-B Line","Green Line",38.549124601,106.302982464,0.6374,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"917","Griggs Street","28-MAR-2016","Green-B Line","Green Line",63.461784636,213.519210584,0.7028,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"918","Griggs Street","14-MAR-2016","Green-B Line","Green Line",77.098748052,215.94872564,0.643,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"919","Griggs Street","15-MAR-2016","Green-B Line","Green Line",76.32851184,212.358546819,0.6406,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"920","Griggs Street","16-MAR-2016","Green-B Line","Green Line",108.151949053,207.363274037,0.4784,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"921","Griggs Street","18-MAR-2016","Green-B Line","Green Line",93.500677058,232.16304664,0.5973,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"922","Griggs Street","09-MAR-2016","Green-B Line","Green Line",59.415616573,109.919958163,0.4595,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"923","Griggs Street","23-MAR-2016","Green-B Line","Green Line",60.78559949,215.033587255,0.7173,82,"GREEN","N","B - Boston College",-71.13436524,42.34882818
"924","Harvard Avenue","15-MAR-2016","Green-B Line","Green Line",114.497600312,461.023714393,0.7516,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"925","Harvard Avenue","18-MAR-2016","Green-B Line","Green Line",188.499456651,537.111321901,0.649,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"926","Harvard Avenue","16-MAR-2016","Green-B Line","Green Line",207.52097444,477.233578877,0.5652,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"927","Harvard Avenue","31-MAR-2016","Green-B Line","Green Line",115.191936372,510.153402748,0.7742,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"928","Harvard Avenue","10-MAR-2016","Green-B Line","Green Line",90.279385533,338.306582451,0.7331,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"929","Harvard Avenue","17-MAR-2016","Green-B Line","Green Line",135.758099132,461.492868512,0.7058,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"930","Harvard Avenue","24-MAR-2016","Green-B Line","Green Line",73.794934145,508.925334428,0.855,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"931","Harvard Avenue","21-MAR-2016","Green-B Line","Green Line",112.424520956,540.353708603,0.7919,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"932","Harvard Avenue","02-MAR-2016","Green-B Line","Green Line",46.197628187,493.031415974,0.9063,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"933","Harvard Avenue","03-MAR-2016","Green-B Line","Green Line",106.103807858,500.345903358,0.7879,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"934","Harvard Avenue","29-MAR-2016","Green-B Line","Green Line",153.281325927,553.960967484,0.7233,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"935","Harvard Avenue","22-MAR-2016","Green-B Line","Green Line",80.314484023,490.711654785,0.8363,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"936","Harvard Avenue","08-MAR-2016","Green-B Line","Green Line",78.11452833,510.174249809,0.8469,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"937","Harvard Avenue","04-MAR-2016","Green-B Line","Green Line",105.543479842,484.050133332,0.782,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"938","Harvard Avenue","11-MAR-2016","Green-B Line","Green Line",92.000016758,500.785605112,0.8163,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"939","Harvard Avenue","01-MAR-2016","Green-B Line","Green Line",56.955037496,460.394480528,0.8763,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"940","Harvard Avenue","25-MAR-2016","Green-B Line","Green Line",123.012779036,509.940952076,0.7588,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"941","Harvard Avenue","30-MAR-2016","Green-B Line","Green Line",129.338636975,504.060880461,0.7434,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"942","Harvard Avenue","14-MAR-2016","Green-B Line","Green Line",123.516214266,503.530368036,0.7547,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"943","Harvard Avenue","23-MAR-2016","Green-B Line","Green Line",91.580893307,493.875937666,0.8146,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"944","Harvard Avenue","09-MAR-2016","Green-B Line","Green Line",164.802843235,400.788946884,0.5888,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"945","Harvard Avenue","07-MAR-2016","Green-B Line","Green Line",75.515334525,500.731295856,0.8492,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"946","Harvard Avenue","28-MAR-2016","Green-B Line","Green Line",124.937558391,512.175045756,0.7561,81,"GREEN","N","B - Boston College",-71.13100788,42.35042044
"947","Hawes Street","01-MAR-2016","Green-C Line","Green Line",37.628602609,93.433539158,0.5973,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"948","Hawes Street","25-MAR-2016","Green-C Line","Green Line",31.567969488,100.584272406,0.6862,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"949","Hawes Street","30-MAR-2016","Green-C Line","Green Line",39.709447148,103.885771269,0.6178,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"950","Hawes Street","08-MAR-2016","Green-C Line","Green Line",35.612334037,90.675588444,0.6073,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"951","Hawes Street","07-MAR-2016","Green-C Line","Green Line",41.108768514,106.820043856,0.6152,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"952","Hawes Street","17-MAR-2016","Green-C Line","Green Line",43.296753566,96.747596537,0.5525,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"953","Hawes Street","03-MAR-2016","Green-C Line","Green Line",36.005085825,96.031728747,0.6251,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"954","Hawes Street","10-MAR-2016","Green-C Line","Green Line",27.122111517,54.808347926,0.5051,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"955","Hawes Street","24-MAR-2016","Green-C Line","Green Line",47.554742509,105.500843965,0.5492,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"956","Hawes Street","22-MAR-2016","Green-C Line","Green Line",29.886973097,93.444157284,0.6802,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"957","Hawes Street","15-MAR-2016","Green-C Line","Green Line",50.075839476,105.547820131,0.5256,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"958","Hawes Street","21-MAR-2016","Green-C Line","Green Line",34.458753543,94.63222808,0.6359,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"959","Hawes Street","16-MAR-2016","Green-C Line","Green Line",34.673339173,83.643913803,0.5855,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"960","Hawes Street","09-MAR-2016","Green-C Line","Green Line",15.776090699,40.429873149,0.6098,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"961","Hawes Street","31-MAR-2016","Green-C Line","Green Line",34.881008871,110.288703094,0.6837,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"962","Hawes Street","23-MAR-2016","Green-C Line","Green Line",43.74340722,114.220255162,0.617,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"963","Hawes Street","14-MAR-2016","Green-C Line","Green Line",38.958417535,78.615088664,0.5044,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"964","Hawes Street","18-MAR-2016","Green-C Line","Green Line",41.966056782,89.205211228,0.5296,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"965","Hawes Street","29-MAR-2016","Green-C Line","Green Line",41.734602997,113.191266434,0.6313,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"966","Hawes Street","28-MAR-2016","Green-C Line","Green Line",37.670033502,106.62861059,0.6467,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"967","Hawes Street","11-MAR-2016","Green-C Line","Green Line",32.669281264,90.399975246,0.6386,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"968","Hawes Street","02-MAR-2016","Green-C Line","Green Line",36.695024312,104.795599934,0.6498,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"969","Hawes Street","04-MAR-2016","Green-C Line","Green Line",41.960399248,105.054362674,0.6006,102,"GREEN","N","C - Cleveland Circle",-71.11117541,42.34486859
"970","Haymarket","22-MAR-2016","Green-E Line","Green Line",30.421839682,61.57465635,0.5059,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"971","Haymarket","15-MAR-2016","Green-D Line","Green Line",1.92649761,3.204772884,0.3989,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"972","Haymarket","24-MAR-2016","Green-C Line","Green Line",9.789294079,15.223714169,0.357,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"973","Haymarket","30-MAR-2016","Green-E Line","Green Line",26.253309129,55.745549101,0.5291,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"974","Haymarket","15-MAR-2016","Green-E Line","Green Line",31.598713766,52.30440476,0.3959,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"975","Haymarket","28-MAR-2016","Green-E Line","Green Line",24.344467473,57.173185571,0.5742,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"976","Haymarket","23-MAR-2016","Green-D Line","Green Line",20.711779469,24.488633372,0.1542,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"977","Haymarket","15-MAR-2016","Green-C Line","Green Line",1.22431199,1.95066986,0.3724,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"978","Haymarket","21-MAR-2016","Green-D Line","Green Line",0.542380342,3.719179491,0.8542,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"979","Haymarket","29-MAR-2016","Green-E Line","Green Line",33.922949176,59.967983101,0.4343,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"980","Haymarket","18-MAR-2016","Green-E Line","Green Line",29.234658027,51.275638226,0.4299,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"981","Haymarket","14-MAR-2016","Green-E Line","Green Line",6.376768611,10.89305481,0.4146,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"982","Haymarket","21-MAR-2016","Green-E Line","Green Line",25.170044989,57.895820757,0.5653,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"983","Haymarket","24-MAR-2016","Green-E Line","Green Line",23.603929192,58.009940157,0.5931,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"984","Haymarket","22-MAR-2016","Green-C Line","Green Line",0,1.472816368,1,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"985","Haymarket","31-MAR-2016","Green-E Line","Green Line",23.794362201,54.256193639,0.5614,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"986","Haymarket","25-MAR-2016","Green-E Line","Green Line",22.502971138,50.612302731,0.5554,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"987","Haymarket","17-MAR-2016","Green-C Line","Green Line",0.70703325,2.054737332,0.6559,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"988","Haymarket","31-MAR-2016","Green-C Line","Green Line",112.889994922,154.198379487,0.2679,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"989","Haymarket","22-MAR-2016","Green-D Line","Green Line",1.084389968,2.343651806,0.5373,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"990","Haymarket","23-MAR-2016","Green-C Line","Green Line",12.272560444,16.705944016,0.2654,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"991","Haymarket","10-MAR-2016","Green-C Line","Green Line",40.051856084,51.717171009,0.2256,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"992","Haymarket","16-MAR-2016","Green-E Line","Green Line",32.242078508,53.793696804,0.4006,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"993","Haymarket","17-MAR-2016","Green-E Line","Green Line",28.904600657,51.789688093,0.4419,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"994","Haymarket","23-MAR-2016","Green-E Line","Green Line",22.252428806,48.858509431,0.5446,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"995","Haymarket","28-MAR-2016","Green-D Line","Green Line",16.866271677,19.08398214,0.1162,12,"GREEN","N","GREEN C E / ORANGE Forest Hills to Oak Grove",-71.05785225,42.36248119
"996","Hynes","22-MAR-2016","Green-D Line","Green Line",222.129204963,825.741553123,0.731,72,"GREEN","N","B C D",-71.08731516,42.34799096
"997","Hynes","10-MAR-2016","Green-D Line","Green Line",118.360872164,369.235008336,0.6794,72,"GREEN","N","B C D",-71.08731516,42.34799096
"998","Hynes","11-MAR-2016","Green-C Line","Green Line",639.222416592,1114.913221906,0.4267,72,"GREEN","N","B C D",-71.08731516,42.34799096
"999","Hynes","17-MAR-2016","Green-D Line","Green Line",288.153575507,655.890981279,0.5607,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1000","Hynes","25-MAR-2016","Green-D Line","Green Line",320.906689695,947.546531229,0.6613,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1001","Hynes","15-MAR-2016","Green-D Line","Green Line",297.84742715,640.53899092,0.535,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1002","Hynes","23-MAR-2016","Green-C Line","Green Line",291.863655717,828.362784556,0.6477,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1003","Hynes","02-MAR-2016","Green-D Line","Green Line",105.771067052,479.278977824,0.7793,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1004","Hynes","23-MAR-2016","Green-B Line","Green Line",164.024088433,631.942202427,0.7404,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1005","Hynes","22-MAR-2016","Green-C Line","Green Line",317.55730172,933.778331661,0.6599,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1006","Hynes","15-MAR-2016","Green-B Line","Green Line",266.50069501,623.430718771,0.5725,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1007","Hynes","18-MAR-2016","Green-C Line","Green Line",298.302380204,724.24505533,0.5881,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1008","Hynes","01-MAR-2016","Green-B Line","Green Line",182.632348121,545.733660697,0.6653,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1009","Hynes","14-MAR-2016","Green-D Line","Green Line",278.886375683,656.356889104,0.5751,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1010","Hynes","29-MAR-2016","Green-C Line","Green Line",291.5368985,839.60658187,0.6528,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1011","Hynes","08-MAR-2016","Green-B Line","Green Line",206.201801837,653.145554625,0.6843,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1012","Hynes","16-MAR-2016","Green-B Line","Green Line",262.79431586,576.003829715,0.5438,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1013","Hynes","08-MAR-2016","Green-C Line","Green Line",612.662258377,1089.512689021,0.4377,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1014","Hynes","18-MAR-2016","Green-D Line","Green Line",418.547064312,953.080487601,0.5608,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1015","Hynes","29-MAR-2016","Green-D Line","Green Line",315.447739866,869.225674199,0.6371,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1016","Hynes","01-MAR-2016","Green-D Line","Green Line",160.196647415,491.360049276,0.674,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1017","Hynes","04-MAR-2016","Green-D Line","Green Line",158.455976801,452.80907669,0.6501,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1018","Hynes","30-MAR-2016","Green-B Line","Green Line",213.36698448,602.032414743,0.6456,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1019","Hynes","09-MAR-2016","Green-D Line","Green Line",228.668278754,339.715994101,0.3269,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1020","Hynes","21-MAR-2016","Green-B Line","Green Line",157.251373489,613.546757295,0.7437,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1021","Hynes","14-MAR-2016","Green-B Line","Green Line",260.756426517,623.49674493,0.5818,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1022","Hynes","31-MAR-2016","Green-C Line","Green Line",317.485414508,878.323785349,0.6385,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1023","Hynes","04-MAR-2016","Green-C Line","Green Line",563.711060435,1045.472379478,0.4608,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1024","Hynes","31-MAR-2016","Green-B Line","Green Line",176.186642011,651.458511342,0.7296,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1025","Hynes","28-MAR-2016","Green-B Line","Green Line",194.996110697,639.806488453,0.6952,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1026","Hynes","10-MAR-2016","Green-C Line","Green Line",532.663586439,839.470709166,0.3655,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1027","Hynes","21-MAR-2016","Green-C Line","Green Line",257.90591869,820.873740231,0.6858,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1028","Hynes","08-MAR-2016","Green-D Line","Green Line",168.444423182,500.740629827,0.6636,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1029","Hynes","03-MAR-2016","Green-B Line","Green Line",154.277822514,590.554624105,0.7388,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1030","Hynes","30-MAR-2016","Green-C Line","Green Line",398.283309567,955.548103314,0.5832,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1031","Hynes","15-MAR-2016","Green-C Line","Green Line",666.046045473,1059.43352617,0.3713,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1032","Hynes","11-MAR-2016","Green-D Line","Green Line",118.879989241,488.813041895,0.7568,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1033","Hynes","17-MAR-2016","Green-C Line","Green Line",448.980767367,878.460844826,0.4889,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1034","Hynes","29-MAR-2016","Green-B Line","Green Line",180.06435368,665.551321064,0.7295,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1035","Hynes","02-MAR-2016","Green-C Line","Green Line",567.48734636,1080.605249989,0.4748,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1036","Hynes","07-MAR-2016","Green-B Line","Green Line",185.611247882,648.300708007,0.7137,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1037","Hynes","03-MAR-2016","Green-D Line","Green Line",149.337405238,552.027305828,0.7295,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1038","Hynes","24-MAR-2016","Green-D Line","Green Line",356.13625187,1000.771502831,0.6441,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1039","Hynes","02-MAR-2016","Green-B Line","Green Line",129.749511884,660.462590189,0.8035,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1040","Hynes","03-MAR-2016","Green-C Line","Green Line",577.683471617,1077.618988261,0.4639,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1041","Hynes","09-MAR-2016","Green-C Line","Green Line",442.844605529,591.124127246,0.2508,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1042","Hynes","17-MAR-2016","Green-B Line","Green Line",208.295578053,532.806894504,0.6091,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1043","Hynes","18-MAR-2016","Green-B Line","Green Line",209.483419262,604.691196195,0.6536,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1044","Hynes","14-MAR-2016","Green-C Line","Green Line",703.888412599,1067.324477629,0.3405,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1045","Hynes","28-MAR-2016","Green-D Line","Green Line",251.190375879,842.009610371,0.7017,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1046","Hynes","11-MAR-2016","Green-B Line","Green Line",123.947611316,628.32429768,0.8027,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1047","Hynes","25-MAR-2016","Green-C Line","Green Line",324.146512846,852.569083445,0.6198,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1048","Hynes","31-MAR-2016","Green-D Line","Green Line",324.790963355,930.655215195,0.651,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1049","Hynes","24-MAR-2016","Green-B Line","Green Line",138.806280413,628.682069959,0.7792,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1050","Hynes","16-MAR-2016","Green-D Line","Green Line",175.124976604,432.02167972,0.5946,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1051","Hynes","30-MAR-2016","Green-D Line","Green Line",269.781265081,916.871355466,0.7058,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1052","Hynes","22-MAR-2016","Green-B Line","Green Line",137.60071814,605.459586918,0.7727,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1053","Hynes","23-MAR-2016","Green-D Line","Green Line",361.394087405,1006.937641577,0.6411,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1054","Hynes","21-MAR-2016","Green-D Line","Green Line",300.289457026,904.966357904,0.6682,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1055","Hynes","16-MAR-2016","Green-C Line","Green Line",739.49132569,1201.620712865,0.3846,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1056","Hynes","07-MAR-2016","Green-D Line","Green Line",177.08337889,531.500037318,0.6668,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1057","Hynes","28-MAR-2016","Green-C Line","Green Line",344.672897628,947.951747772,0.6364,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1058","Hynes","09-MAR-2016","Green-B Line","Green Line",124.621700677,207.401439422,0.3991,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1059","Hynes","01-MAR-2016","Green-C Line","Green Line",518.045153069,919.762850256,0.4368,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1060","Hynes","04-MAR-2016","Green-B Line","Green Line",219.795339674,617.580643673,0.6441,72,"GREEN","N","B C D",-71.08731516,42.34799096
"1061","Hynes","24-MAR-2016","Green-C Line","Green Line",313.75546398,833.263389113,0.6235,72,"GREEN","N","B C D",-71.08731516,42.34799096
