"","STOP","SERVICE_DATE","ROUTE_OR_LINE","ROUTE_TYPE","OTP_NUMERATOR","OTP_DENOMINATOR","rely","OBJECTID","LINE","TERMINUS","ROUTE","LONGITUDE","LATITUDE"
"1","Allston Street","17-MAR-2016","Green-B Line","Green Line",70.489412717,208.240156993,0.6615,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"2","Allston Street","24-MAR-2016","Green-B Line","Green Line",49.818264421,212.888540635,0.766,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"3","Allston Street","01-MAR-2016","Green-B Line","Green Line",57.483451069,209.196947459,0.7252,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"4","Allston Street","09-MAR-2016","Green-B Line","Green Line",41.658490834,79.996232067,0.4792,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"5","Allston Street","30-MAR-2016","Green-B Line","Green Line",68.469809446,211.520225755,0.6763,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"6","Allston Street","23-MAR-2016","Green-B Line","Green Line",59.57992231,207.485493866,0.7128,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"7","Allston Street","02-MAR-2016","Green-B Line","Green Line",41.469509022,210.948027561,0.8034,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"8","Allston Street","31-MAR-2016","Green-B Line","Green Line",66.963969202,203.053579188,0.6702,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"9","Allston Street","29-MAR-2016","Green-B Line","Green Line",62.564846917,205.241363643,0.6952,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"10","Allston Street","28-MAR-2016","Green-B Line","Green Line",59.904094198,210.442009518,0.7153,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"11","Allston Street","18-MAR-2016","Green-B Line","Green Line",77.879392474,200.536998499,0.6116,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"12","Allston Street","10-MAR-2016","Green-B Line","Green Line",32.87848283,98.32224251,0.6656,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"13","Allston Street","04-MAR-2016","Green-B Line","Green Line",65.667950093,203.448380671,0.6772,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"14","Allston Street","03-MAR-2016","Green-B Line","Green Line",58.290996525,199.112231345,0.7072,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"15","Allston Street","14-MAR-2016","Green-B Line","Green Line",69.415764221,210.436314399,0.6701,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"16","Allston Street","21-MAR-2016","Green-B Line","Green Line",72.624585949,228.179605912,0.6817,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"17","Allston Street","25-MAR-2016","Green-B Line","Green Line",76.197558149,206.210785045,0.6305,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"18","Allston Street","15-MAR-2016","Green-B Line","Green Line",75.909240074,209.584785497,0.6378,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"19","Allston Street","22-MAR-2016","Green-B Line","Green Line",54.929357051,205.019862874,0.7321,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"20","Allston Street","11-MAR-2016","Green-B Line","Green Line",55.43716319,203.841393022,0.728,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"21","Allston Street","07-MAR-2016","Green-B Line","Green Line",61.610602485,219.389178531,0.7192,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"22","Allston Street","16-MAR-2016","Green-B Line","Green Line",72.62733214,157.522234393,0.5389,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"23","Allston Street","08-MAR-2016","Green-B Line","Green Line",47.453698763,199.615171921,0.7623,83,"GREEN","N","B - Boston College",-71.13763742,42.34858476
"24","Arlington","29-MAR-2016","Green-E Line","Green Line",471.122798737,1038.809445023,0.5465,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"25","Arlington","11-MAR-2016","Green-B Line","Green Line",51.660782161,239.092619685,0.7839,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"26","Arlington","28-MAR-2016","Green-D Line","Green Line",107.758493185,464.081113821,0.7678,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"27","Arlington","03-MAR-2016","Green-C Line","Green Line",210.085561278,585.57945297,0.6412,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"28","Arlington","16-MAR-2016","Green-D Line","Green Line",82.448911157,194.497891198,0.5761,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"29","Arlington","17-MAR-2016","Green-B Line","Green Line",87.725391551,222.711802036,0.6061,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"30","Arlington","21-MAR-2016","Green-B Line","Green Line",60.639793675,229.10077681,0.7353,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"31","Arlington","25-MAR-2016","Green-B Line","Green Line",76.514295604,243.51017633,0.6858,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"32","Arlington","01-MAR-2016","Green-E Line","Green Line",592.347077183,1059.503514468,0.4409,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"33","Arlington","30-MAR-2016","Green-B Line","Green Line",86.623656035,254.024425385,0.659,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"34","Arlington","30-MAR-2016","Green-D Line","Green Line",191.738484838,591.98116227,0.6761,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"35","Arlington","18-MAR-2016","Green-E Line","Green Line",415.88124589,914.804086538,0.5454,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"36","Arlington","22-MAR-2016","Green-B Line","Green Line",56.028418764,234.04840283,0.7606,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"37","Arlington","02-MAR-2016","Green-C Line","Green Line",315.093791323,652.726066386,0.5173,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"38","Arlington","11-MAR-2016","Green-D Line","Green Line",60.27201984,214.251704969,0.7187,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"39","Arlington","08-MAR-2016","Green-B Line","Green Line",70.764216168,246.62072027,0.7131,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"40","Arlington","28-MAR-2016","Green-B Line","Green Line",63.24998643,250.298192788,0.7473,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"41","Arlington","16-MAR-2016","Green-C Line","Green Line",441.230452383,751.556619724,0.4129,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"42","Arlington","04-MAR-2016","Green-D Line","Green Line",61.417744712,202.705042098,0.697,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"43","Arlington","08-MAR-2016","Green-D Line","Green Line",79.759486666,259.655663508,0.6928,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"44","Arlington","16-MAR-2016","Green-B Line","Green Line",82.927763475,203.237926066,0.592,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"45","Arlington","15-MAR-2016","Green-C Line","Green Line",200.852202723,425.148038532,0.5276,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"46","Arlington","21-MAR-2016","Green-D Line","Green Line",131.57430867,495.636614891,0.7345,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"47","Arlington","08-MAR-2016","Green-E Line","Green Line",516.068348706,988.086751916,0.4777,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"48","Arlington","18-MAR-2016","Green-D Line","Green Line",171.667829028,504.55084285,0.6598,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"49","Arlington","24-MAR-2016","Green-D Line","Green Line",173.007308841,552.002850221,0.6866,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"50","Arlington","01-MAR-2016","Green-C Line","Green Line",230.004171297,482.137354004,0.5229,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"51","Arlington","25-MAR-2016","Green-D Line","Green Line",224.975861177,629.377511345,0.6425,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"52","Arlington","29-MAR-2016","Green-D Line","Green Line",137.00985067,493.872070214,0.7226,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"53","Arlington","09-MAR-2016","Green-E Line","Green Line",443.677783612,742.454379187,0.4024,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"54","Arlington","15-MAR-2016","Green-B Line","Green Line",107.917647548,257.516619285,0.5809,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"55","Arlington","24-MAR-2016","Green-E Line","Green Line",438.748343708,1223.822386039,0.6415,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"56","Arlington","15-MAR-2016","Green-D Line","Green Line",83.51979241,205.78195665,0.5941,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"57","Arlington","10-MAR-2016","Green-C Line","Green Line",295.96763077,573.927524951,0.4843,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"58","Arlington","17-MAR-2016","Green-D Line","Green Line",230.97406573,481.993609758,0.5208,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"59","Arlington","04-MAR-2016","Green-E Line","Green Line",502.851792661,1022.792707524,0.5084,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"60","Arlington","18-MAR-2016","Green-B Line","Green Line",126.021646059,312.662968957,0.5969,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"61","Arlington","16-MAR-2016","Green-E Line","Green Line",530.430006605,925.188997361,0.4267,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"62","Arlington","30-MAR-2016","Green-C Line","Green Line",155.256667696,553.516315256,0.7195,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"63","Arlington","03-MAR-2016","Green-D Line","Green Line",61.748010563,234.838657543,0.7371,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"64","Arlington","07-MAR-2016","Green-C Line","Green Line",269.85068949,599.525054568,0.5499,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"65","Arlington","31-MAR-2016","Green-E Line","Green Line",424.533554301,1045.88988005,0.5941,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"66","Arlington","02-MAR-2016","Green-D Line","Green Line",52.037310937,219.975966458,0.7634,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"67","Arlington","28-MAR-2016","Green-C Line","Green Line",177.916682284,614.260845052,0.7104,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"68","Arlington","14-MAR-2016","Green-D Line","Green Line",77.60419268,212.272144836,0.6344,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"69","Arlington","25-MAR-2016","Green-C Line","Green Line",163.629084808,545.142763081,0.6998,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"70","Arlington","30-MAR-2016","Green-E Line","Green Line",319.601755294,953.369428134,0.6648,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"71","Arlington","10-MAR-2016","Green-E Line","Green Line",468.139732445,940.690978641,0.5023,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"72","Arlington","11-MAR-2016","Green-C Line","Green Line",281.517135882,638.965834118,0.5594,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"73","Arlington","28-MAR-2016","Green-E Line","Green Line",385.37135006,1021.712023664,0.6228,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"74","Arlington","23-MAR-2016","Green-E Line","Green Line",400.895240628,1026.60789993,0.6095,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"75","Arlington","11-MAR-2016","Green-E Line","Green Line",451.091986518,981.245423586,0.5403,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"76","Arlington","15-MAR-2016","Green-E Line","Green Line",755.037349166,1246.443560699,0.3942,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"77","Arlington","08-MAR-2016","Green-C Line","Green Line",282.711302613,600.124022429,0.5289,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"78","Arlington","23-MAR-2016","Green-B Line","Green Line",73.084839816,268.137826449,0.7274,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"79","Arlington","25-MAR-2016","Green-E Line","Green Line",375.88417958,911.407155765,0.5876,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"80","Arlington","14-MAR-2016","Green-E Line","Green Line",650.827225182,1166.068557591,0.4419,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"81","Arlington","10-MAR-2016","Green-B Line","Green Line",47.770769735,186.540043073,0.7439,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"82","Arlington","22-MAR-2016","Green-E Line","Green Line",349.715202594,1026.258165471,0.6592,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"83","Arlington","01-MAR-2016","Green-B Line","Green Line",59.281837902,206.029927563,0.7123,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"84","Arlington","07-MAR-2016","Green-D Line","Green Line",113.214332238,278.567375962,0.5936,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"85","Arlington","09-MAR-2016","Green-C Line","Green Line",392.188871292,556.091489791,0.2947,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"86","Arlington","02-MAR-2016","Green-B Line","Green Line",39.987838888,235.044455671,0.8299,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"87","Arlington","03-MAR-2016","Green-E Line","Green Line",407.758070962,998.821829351,0.5918,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"88","Arlington","14-MAR-2016","Green-B Line","Green Line",78.15333828,245.491759556,0.6816,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"89","Arlington","21-MAR-2016","Green-E Line","Green Line",461.018046178,1110.52433292,0.5849,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"90","Arlington","09-MAR-2016","Green-D Line","Green Line",74.249603727,118.72753141,0.3746,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"91","Arlington","04-MAR-2016","Green-B Line","Green Line",83.227549819,228.744278509,0.6362,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"92","Arlington","03-MAR-2016","Green-B Line","Green Line",56.555027835,223.904444149,0.7474,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"93","Arlington","31-MAR-2016","Green-C Line","Green Line",174.126334943,577.065912722,0.6983,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"94","Arlington","24-MAR-2016","Green-C Line","Green Line",71.960491674,387.908265904,0.8145,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"95","Arlington","21-MAR-2016","Green-C Line","Green Line",116.628413196,493.230403266,0.7635,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"96","Arlington","23-MAR-2016","Green-D Line","Green Line",116.33095828,482.938175767,0.7591,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"97","Arlington","18-MAR-2016","Green-C Line","Green Line",173.502546876,498.451851259,0.6519,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"98","Arlington","02-MAR-2016","Green-E Line","Green Line",380.849735018,983.393447114,0.6127,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"99","Arlington","24-MAR-2016","Green-B Line","Green Line",42.107670653,236.204484047,0.8217,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"100","Arlington","31-MAR-2016","Green-D Line","Green Line",155.720108373,490.531020244,0.6825,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"101","Arlington","29-MAR-2016","Green-B Line","Green Line",55.641850467,224.648433078,0.7523,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"102","Arlington","31-MAR-2016","Green-B Line","Green Line",69.179309968,235.202401718,0.7059,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"103","Arlington","07-MAR-2016","Green-B Line","Green Line",73.748990957,268.536193114,0.7254,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"104","Arlington","07-MAR-2016","Green-E Line","Green Line",408.382268327,899.205040714,0.5458,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"105","Arlington","04-MAR-2016","Green-C Line","Green Line",281.370089674,655.067313433,0.5705,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"106","Arlington","14-MAR-2016","Green-C Line","Green Line",215.981590209,475.388202239,0.5457,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"107","Arlington","10-MAR-2016","Green-D Line","Green Line",60.688120922,173.194720508,0.6496,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"108","Arlington","09-MAR-2016","Green-B Line","Green Line",66.003797074,108.920630771,0.394,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"109","Arlington","01-MAR-2016","Green-D Line","Green Line",53.439991001,182.725509047,0.7075,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"110","Arlington","17-MAR-2016","Green-C Line","Green Line",231.476301509,593.619395365,0.6101,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"111","Arlington","23-MAR-2016","Green-C Line","Green Line",185.383294924,614.916022055,0.6985,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"112","Arlington","29-MAR-2016","Green-C Line","Green Line",122.90180381,554.862639178,0.7785,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"113","Arlington","17-MAR-2016","Green-E Line","Green Line",432.951310041,888.310666824,0.5126,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"114","Arlington","22-MAR-2016","Green-C Line","Green Line",198.533010635,614.917163638,0.6771,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"115","Arlington","22-MAR-2016","Green-D Line","Green Line",103.600956619,463.770097468,0.7766,8,"GREEN","N","B C D E",-71.07099017,42.35177712
"116","Babcock Street","02-MAR-2016","Green-B Line","Green Line",18.393410333,120.22446427,0.847,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"117","Babcock Street","09-MAR-2016","Green-B Line","Green Line",28.390266383,52.647600408,0.4607,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"118","Babcock Street","17-MAR-2016","Green-B Line","Green Line",45.191789468,112.071525433,0.5968,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"119","Babcock Street","04-MAR-2016","Green-B Line","Green Line",39.78173543,116.516638407,0.6586,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"120","Babcock Street","14-MAR-2016","Green-B Line","Green Line",31.225379853,108.324845542,0.7117,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"121","Babcock Street","07-MAR-2016","Green-B Line","Green Line",31.836254041,120.613962391,0.736,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"122","Babcock Street","10-MAR-2016","Green-B Line","Green Line",28.383471778,85.228682148,0.667,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"123","Babcock Street","24-MAR-2016","Green-B Line","Green Line",32.638728094,123.158693049,0.735,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"124","Babcock Street","16-MAR-2016","Green-B Line","Green Line",34.265303514,82.721126421,0.5858,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"125","Babcock Street","29-MAR-2016","Green-B Line","Green Line",39.003659515,124.73313545,0.6873,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"126","Babcock Street","08-MAR-2016","Green-B Line","Green Line",39.297427185,123.701064746,0.6823,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"127","Babcock Street","23-MAR-2016","Green-B Line","Green Line",39.329138634,125.727214439,0.6872,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"128","Babcock Street","31-MAR-2016","Green-B Line","Green Line",35.566278107,113.635968821,0.687,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"129","Babcock Street","03-MAR-2016","Green-B Line","Green Line",42.473418664,130.823393497,0.6753,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"130","Babcock Street","01-MAR-2016","Green-B Line","Green Line",20.287279787,100.884992182,0.7989,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"131","Babcock Street","30-MAR-2016","Green-B Line","Green Line",44.246450488,123.96008963,0.6431,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"132","Babcock Street","21-MAR-2016","Green-B Line","Green Line",42.318278379,123.183265127,0.6565,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"133","Babcock Street","28-MAR-2016","Green-B Line","Green Line",45.209392185,123.800585907,0.6348,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"134","Babcock Street","25-MAR-2016","Green-B Line","Green Line",41.085577177,123.581233344,0.6675,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"135","Babcock Street","18-MAR-2016","Green-B Line","Green Line",49.315347475,122.069634089,0.596,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"136","Babcock Street","15-MAR-2016","Green-B Line","Green Line",39.942348238,114.01915603,0.6497,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"137","Babcock Street","22-MAR-2016","Green-B Line","Green Line",27.660202689,113.708775662,0.7567,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"138","Babcock Street","11-MAR-2016","Green-B Line","Green Line",28.191322787,119.778487398,0.7646,79,"GREEN","N","B - Boston College",-71.1217158,42.35181754
"139","Back of the Hill","24-MAR-2016","Green-E Line","Green Line",30.947487064,62.910278633,0.5081,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"140","Back of the Hill","10-MAR-2016","Green-E Line","Green Line",11.029932581,21.243850488,0.4808,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"141","Back of the Hill","29-MAR-2016","Green-E Line","Green Line",13.756264534,53.358576717,0.7422,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"142","Back of the Hill","23-MAR-2016","Green-E Line","Green Line",15.294265321,51.849147812,0.705,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"143","Back of the Hill","15-MAR-2016","Green-E Line","Green Line",10.926832809,23.66163892,0.5382,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"144","Back of the Hill","07-MAR-2016","Green-E Line","Green Line",24.445162952,40.111378552,0.3906,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"145","Back of the Hill","03-MAR-2016","Green-E Line","Green Line",24.79457654,49.890114549,0.503,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"146","Back of the Hill","25-MAR-2016","Green-E Line","Green Line",17.573056439,41.33867368,0.5749,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"147","Back of the Hill","14-MAR-2016","Green-E Line","Green Line",27.406870642,48.21839586,0.4316,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"148","Back of the Hill","28-MAR-2016","Green-E Line","Green Line",19.126376387,64.330225474,0.7027,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"149","Back of the Hill","31-MAR-2016","Green-E Line","Green Line",26.590043849,61.188793441,0.5654,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"150","Back of the Hill","22-MAR-2016","Green-E Line","Green Line",27.342092407,54.137596312,0.495,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"151","Back of the Hill","09-MAR-2016","Green-E Line","Green Line",5.203898831,10.035502375,0.4815,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"152","Back of the Hill","11-MAR-2016","Green-E Line","Green Line",22.225543026,48.150592407,0.5384,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"153","Back of the Hill","04-MAR-2016","Green-E Line","Green Line",31.744485148,51.09181133,0.3787,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"154","Back of the Hill","01-MAR-2016","Green-E Line","Green Line",15.527532607,37.707535872,0.5882,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"155","Back of the Hill","16-MAR-2016","Green-E Line","Green Line",15.911151242,26.707724069,0.4042,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"156","Back of the Hill","17-MAR-2016","Green-E Line","Green Line",7.718784147,15.02571294,0.4863,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"157","Back of the Hill","08-MAR-2016","Green-E Line","Green Line",22.826302732,43.48033869,0.475,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"158","Back of the Hill","18-MAR-2016","Green-E Line","Green Line",6.927601127,11.529875191,0.3992,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"159","Back of the Hill","02-MAR-2016","Green-E Line","Green Line",15.851211488,42.692941538,0.6287,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"160","Back of the Hill","30-MAR-2016","Green-E Line","Green Line",22.786704553,61.327037016,0.6284,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"161","Back of the Hill","21-MAR-2016","Green-E Line","Green Line",35.886907918,55.082574324,0.3485,70,"GREEN","N","E - Health Street",-71.11107101,42.32964692
"162","Beaconsfield","21-MAR-2016","Green-D Line","Green Line",66.606187175,224.386645684,0.7032,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"163","Beaconsfield","14-MAR-2016","Green-D Line","Green Line",52.646511388,176.301954537,0.7014,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"164","Beaconsfield","29-MAR-2016","Green-D Line","Green Line",73.816487684,220.522591454,0.6653,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"165","Beaconsfield","30-MAR-2016","Green-D Line","Green Line",53.5504536,220.871601062,0.7575,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"166","Beaconsfield","04-MAR-2016","Green-D Line","Green Line",56.945817945,178.037059127,0.6801,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"167","Beaconsfield","18-MAR-2016","Green-D Line","Green Line",83.988797539,227.136686025,0.6302,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"168","Beaconsfield","25-MAR-2016","Green-D Line","Green Line",72.54229409,225.085788544,0.6777,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"169","Beaconsfield","08-MAR-2016","Green-D Line","Green Line",48.15330728,182.883837007,0.7367,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"170","Beaconsfield","31-MAR-2016","Green-D Line","Green Line",64.429512412,227.503793775,0.7168,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"171","Beaconsfield","17-MAR-2016","Green-D Line","Green Line",55.173903293,182.502892899,0.6977,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"172","Beaconsfield","09-MAR-2016","Green-D Line","Green Line",33.993128109,64.715188603,0.4747,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"173","Beaconsfield","07-MAR-2016","Green-D Line","Green Line",46.999995122,186.845020136,0.7485,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"174","Beaconsfield","16-MAR-2016","Green-D Line","Green Line",74.620079365,166.2164144,0.5511,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"175","Beaconsfield","22-MAR-2016","Green-D Line","Green Line",61.612256922,231.042768445,0.7333,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"176","Beaconsfield","10-MAR-2016","Green-D Line","Green Line",31.199785727,97.541409282,0.6801,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"177","Beaconsfield","24-MAR-2016","Green-D Line","Green Line",53.172789057,215.063443805,0.7528,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"178","Beaconsfield","15-MAR-2016","Green-D Line","Green Line",57.834464704,178.221187649,0.6755,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"179","Beaconsfield","23-MAR-2016","Green-D Line","Green Line",86.080673109,233.670249529,0.6316,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"180","Beaconsfield","02-MAR-2016","Green-D Line","Green Line",53.462611087,180.476863311,0.7038,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"181","Beaconsfield","03-MAR-2016","Green-D Line","Green Line",47.461334768,189.694504989,0.7498,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
"182","Beaconsfield","01-MAR-2016","Green-D Line","Green Line",39.102446502,170.778263709,0.771,108,"GREEN","N","D - Riverside",-71.14025989,42.33570085
